SUBJECT,TOPIC,Year,Question ID,c (in thousands),s (in thousands),hc (in thousands),lc (in thousands),Item Difficulty Index (=c*100/s),Item Discrimination Index (=(hc-lc)/27)
PHYSICS,RECTILINEAR MOTION & VECTORS,2003,2003042,166,473,11,12,35.09513742,-0.037037037
PHYSICS,RECTILINEAR MOTION & VECTORS,2003,2003043,553,715,17,18,77.34265734,-0.037037037
PHYSICS,PROJECTILE MOTION,2003,2003044,112,440,27,22,25.45454545,0.185185185
PHYSICS,NEWTON'S LAWS OF MOTION,2003,2003045,299,375,15,10,79.73333333,0.185185185
PHYSICS,NEWTON'S LAWS OF MOTION,2003,2003046,330,488,11,16,67.62295082,-0.185185185
PHYSICS,NEWTON'S LAWS OF MOTION,2003,2003047,47,71,10,12,66.1971831,-0.074074074
PHYSICS,NEWTON'S LAWS OF MOTION,2003,2003048,60,904,12,3,6.637168142,0.333333333
PHYSICS,FRICTION,2003,2003049,2,33,12,0,6.060606061,0.444444444
PHYSICS,FRICTION,2003,2003050,66,77,17,5,85.71428571,0.444444444
PHYSICS,"WORK, POWER & ENERGY",2003,2003051,421,614,12,17,68.56677524,-0.185185185
PHYSICS,"WORK, POWER & ENERGY",2003,2003052,370,415,14,13,89.15662651,0.037037037
PHYSICS,CENTRE OF MASS,2003,2003053,335,942,12,12,35.5626327,0
PHYSICS,CENTRE OF MASS,2003,2003054,88,111,26,18,79.27927928,0.296296296
PHYSICS,RIGID BODY DYNAMICS,2003,2003055,4,23,10,22,17.39130435,-0.444444444
PHYSICS,RIGID BODY DYNAMICS,2003,2003056,53,864,24,3,6.134259259,0.777777778
PHYSICS,RIGID BODY DYNAMICS,2003,2003057,525,557,20,18,94.25493716,0.074074074
PHYSICS,GRAVITATION,2003,2003058,608,793,22,7,76.67087011,0.555555556
PHYSICS,GRAVITATION,2003,2003059,30,103,21,17,29.12621359,0.148148148
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2003,2003060,458,522,19,16,87.7394636,0.111111111
PHYSICS,MODERN PHYSICS,2003,2003061,1,4,19,15,25,0.148148148
PHYSICS,MODERN PHYSICS,2003,2003062,371,884,24,7,41.96832579,0.62962963
PHYSICS,MODERN PHYSICS,2003,2003063,534,603,25,7,88.55721393,0.666666667
PHYSICS,MODERN PHYSICS,2003,2003064,68,153,12,21,44.44444444,-0.333333333
PHYSICS,MODERN PHYSICS,2003,2003065,130,484,15,20,26.85950413,-0.185185185
PHYSICS,MODERN PHYSICS,2003,2003066,3,67,26,8,4.47761194,0.666666667
PHYSICS,MODERN PHYSICS,2003,2003067,185,243,18,18,76.13168724,0
PHYSICS,MODERN PHYSICS,2003,2003068,143,403,12,6,35.48387097,0.222222222
PHYSICS,MODERN PHYSICS,2003,2003069,183,263,26,9,69.58174905,0.62962963
PHYSICS,MODERN PHYSICS,2003,2003070,19,42,16,14,45.23809524,0.074074074
PHYSICS,SEMICONDUCTORS,2003,2003071,70,451,17,17,15.5210643,0
PHYSICS,SEMICONDUCTORS,2003,2003072,42,299,27,21,14.04682274,0.222222222
PHYSICS,SEMICONDUCTORS,2003,2003073,15,37,25,2,40.54054054,0.851851852
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2003,2003074,140,696,19,10,20.11494253,0.333333333
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2003,2003075,729,847,10,19,86.06847698,-0.333333333
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2003,2003076,46,696,21,3,6.609195402,0.666666667
CHEMISTRY,ATOMIC STRUCTURE,2003,2003077,223,253,12,20,88.14229249,-0.296296296
CHEMISTRY,ATOMIC STRUCTURE,2003,2003078,474,874,22,12,54.23340961,0.37037037
CHEMISTRY,ATOMIC STRUCTURE,2003,2003079,281,410,26,16,68.53658537,0.37037037
CHEMISTRY,GASEOUS STATE,2003,2003080,84,91,22,5,92.30769231,0.62962963
CHEMISTRY,GASEOUS STATE,2003,2003081,94,216,17,0,43.51851852,0.62962963
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2003,2003082,573,633,20,13,90.52132701,0.259259259
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2003,2003083,444,827,10,13,53.68802902,-0.111111111
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2003,2003084,392,654,23,19,59.93883792,0.148148148
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2003,2003085,173,517,23,4,33.4622824,0.703703704
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2003,2003086,73,799,10,17,9.136420526,-0.259259259
CHEMISTRY,CHEMICAL EQUILIBRIUM,2003,2003087,430,658,22,9,65.34954407,0.481481481
CHEMISTRY,CHEMICAL EQUILIBRIUM,2003,2003088,66,150,20,12,44,0.296296296
CHEMISTRY,CHEMICAL EQUILIBRIUM,2003,2003089,69,428,22,2,16.12149533,0.740740741
CHEMISTRY,CHEMICAL EQUILIBRIUM,2003,2003090,439,584,21,10,75.17123288,0.407407407
CHEMISTRY,IONIC EQUILIBRIUM,2003,2003091,327,534,12,22,61.23595506,-0.37037037
CHEMISTRY,IONIC EQUILIBRIUM,2003,2003092,85,118,21,0,72.03389831,0.777777778
CHEMISTRY,IONIC EQUILIBRIUM,2003,2003093,44,306,17,14,14.37908497,0.111111111
CHEMISTRY,IONIC EQUILIBRIUM,2003,2003094,251,399,16,0,62.90726817,0.592592593
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003095,151,642,10,15,23.52024922,-0.185185185
CHEMISTRY,PROPERTIES,2003,2003096,203,959,21,11,21.16788321,0.37037037
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003097,126,334,23,13,37.7245509,0.37037037
CHEMISTRY,PROPERTIES,2003,2003098,295,770,19,3,38.31168831,0.592592593
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003099,170,868,14,17,19.58525346,-0.111111111
CHEMISTRY,PROPERTIES,2003,2003100,22,49,26,20,44.89795918,0.222222222
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003101,146,528,13,7,27.65151515,0.222222222
CHEMISTRY,PROPERTIES,2003,2003102,41,195,20,4,21.02564103,0.592592593
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003103,187,524,14,4,35.6870229,0.37037037
CHEMISTRY,PROPERTIES,2003,2003104,185,463,26,21,39.95680346,0.185185185
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003105,1,4,13,12,25,0.037037037
CHEMISTRY,PROPERTIES,2003,2003106,13,719,17,1,1.808066759,0.592592593
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003107,0,2,11,22,0,-0.407407407
CHEMISTRY,PROPERTIES,2003,2003108,678,849,12,6,79.85865724,0.222222222
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003109,377,601,16,9,62.72878536,0.259259259
CHEMISTRY,PROPERTIES,2003,2003110,32,542,25,0,5.904059041,0.925925926
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003111,632,679,12,3,93.07805596,0.333333333
CHEMISTRY,PROPERTIES,2003,2003112,365,772,24,17,47.27979275,0.259259259
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003113,168,206,18,9,81.55339806,0.333333333
CHEMISTRY,PROPERTIES,2003,2003114,483,795,22,4,60.75471698,0.666666667
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003115,138,650,21,10,21.23076923,0.407407407
CHEMISTRY,PROPERTIES,2003,2003116,432,935,24,22,46.20320856,0.074074074
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003117,9,647,13,8,1.391035549,0.185185185
CHEMISTRY,PROPERTIES,2003,2003118,313,647,19,14,48.37712519,0.185185185
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003119,452,617,22,3,73.25769854,0.703703704
CHEMISTRY,PROPERTIES,2003,2003120,179,243,10,15,73.66255144,-0.185185185
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003121,86,545,21,14,15.77981651,0.259259259
CHEMISTRY,PROPERTIES,2003,2003122,304,513,25,13,59.25925926,0.444444444
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003123,51,463,27,16,11.01511879,0.407407407
CHEMISTRY,PROPERTIES,2003,2003124,31,63,26,6,49.20634921,0.740740741
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003125,217,338,21,11,64.20118343,0.37037037
CHEMISTRY,PROPERTIES,2003,2003126,33,864,11,9,3.819444444,0.074074074
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2003,2003127,141,218,25,1,64.67889908,0.888888889
CHEMISTRY,PROPERTIES,2003,2003128,325,511,27,6,63.60078278,0.777777778
CHEMISTRY,CHEMICAL BONDING,2003,2003129,433,561,14,17,77.18360071,-0.111111111
CHEMISTRY,CHEMICAL BONDING,2003,2003130,387,588,23,10,65.81632653,0.481481481
CHEMISTRY,CHEMICAL BONDING,2003,2003131,445,640,27,18,69.53125,0.333333333
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2003,2003132,804,930,24,12,86.4516129,0.444444444
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2003,2003133,152,776,21,11,19.58762887,0.37037037
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2003,2003134,126,173,27,11,72.83236994,0.592592593
CHEMISTRY,CHEMICAL KINETICS,2003,2003135,796,907,20,2,87.76185226,0.666666667
CHEMISTRY,CHEMICAL KINETICS,2003,2003136,573,818,21,15,70.04889976,0.222222222
CHEMISTRY,CHEMICAL KINETICS,2003,2003137,204,244,14,1,83.60655738,0.481481481
CHEMISTRY,ELECTROCHEMISTRY,2003,2003138,356,511,24,14,69.66731898,0.37037037
CHEMISTRY,ELECTROCHEMISTRY,2003,2003139,405,557,22,18,72.71095153,0.148148148
CHEMISTRY,ELECTROCHEMISTRY,2003,2003140,802,978,16,19,82.00408998,-0.111111111
CHEMISTRY,ELECTROCHEMISTRY,2003,2003141,377,632,18,12,59.65189873,0.222222222
CHEMISTRY,ELECTROCHEMISTRY,2003,2003142,556,729,26,12,76.26886145,0.518518519
CHEMISTRY,COLLIGATIVE PEROPERTIES,2003,2003143,100,254,20,2,39.37007874,0.666666667
CHEMISTRY,COLLIGATIVE PEROPERTIES,2003,2003144,115,464,21,14,24.78448276,0.259259259
CHEMISTRY,COLLIGATIVE PEROPERTIES,2003,2003145,584,979,16,8,59.65270684,0.296296296
CHEMISTRY,COLLIGATIVE PEROPERTIES,2003,2003146,392,977,17,3,40.12282497,0.518518519
CHEMISTRY,SURFACE CHEMISTRY,2003,2003147,113,125,22,5,90.4,0.62962963
CHEMISTRY,NUCLEAR CHEMISTRY,2003,2003148,720,790,25,5,91.13924051,0.740740741
CHEMISTRY,TRANSITION ELEMENTS AND,2003,2003149,49,173,11,13,28.32369942,-0.074074074
CHEMISTRY,COORDINATION CHEMISTRY,2003,2003150,256,505,15,22,50.69306931,-0.259259259
CHEMISTRY,TRANSITION ELEMENTS AND,2003,2003151,401,536,27,17,74.81343284,0.37037037
CHEMISTRY,COORDINATION CHEMISTRY,2003,2003152,209,560,14,20,37.32142857,-0.222222222
CHEMISTRY,TRANSITION ELEMENTS AND,2003,2003153,102,888,27,10,11.48648649,0.62962963
CHEMISTRY,COORDINATION CHEMISTRY,2003,2003154,279,335,19,4,83.28358209,0.555555556
CHEMISTRY,TRANSITION ELEMENTS AND,2003,2003155,296,729,21,16,40.60356653,0.185185185
CHEMISTRY,COORDINATION CHEMISTRY,2003,2003156,194,378,24,3,51.32275132,0.777777778
CHEMISTRY,TRANSITION ELEMENTS AND,2003,2003157,4,39,13,14,10.25641026,-0.037037037
CHEMISTRY,COORDINATION CHEMISTRY,2003,2003158,553,586,19,7,94.36860068,0.444444444
CHEMISTRY,QUALITATIVE ANALYSIS,2003,2003159,334,346,21,18,96.53179191,0.111111111
CHEMISTRY,HYDROCARBONS,2003,2003160,177,234,13,16,75.64102564,-0.111111111
CHEMISTRY,HYDROCARBONS,2003,2003161,1,30,26,14,3.333333333,0.444444444
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2003,2003162,27,936,13,14,2.884615385,-0.037037037
CHEMISTRY,AROMATIC COMPOUND,2003,2003163,56,946,18,7,5.919661734,0.407407407
CHEMISTRY,AROMATIC COMPOUND,2003,2003164,711,963,22,5,73.8317757,0.62962963
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2003,2003165,254,522,21,6,48.65900383,0.555555556
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2003,2003166,118,293,14,8,40.27303754,0.222222222
CHEMISTRY,AMINES,2003,2003167,1,427,26,21,0.234192037,0.185185185
CHEMISTRY,AMINES,2003,2003168,955,973,11,7,98.15005139,0.148148148
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2003,2003169,89,152,25,11,58.55263158,0.518518519
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2003,2003170,56,855,24,15,6.549707602,0.333333333
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2003,2003171,418,507,13,16,82.44575937,-0.111111111
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2003,2003172,52,310,27,20,16.77419355,0.259259259
MATHEMATICS,STRAIGHT LINE,2003,2003173,692,960,21,8,72.08333333,0.481481481
MATHEMATICS,STRAIGHT LINE,2003,2003174,264,557,20,18,47.3967684,0.074074074
MATHEMATICS,STRAIGHT LINE,2003,2003175,598,977,13,12,61.20777892,0.037037037
MATHEMATICS,STRAIGHT LINE,2003,2003176,342,926,17,20,36.93304536,-0.111111111
MATHEMATICS,STRAIGHT LINE,2003,2003177,159,208,19,19,76.44230769,0
MATHEMATICS,CIRCLE,2003,2003178,324,680,11,10,47.64705882,0.037037037
MATHEMATICS,CIRCLE,2003,2003179,365,851,14,8,42.8907168,0.222222222
MATHEMATICS,PARABOLA,2003,2003180,613,741,13,14,82.72604588,-0.037037037
MATHEMATICS,HYPERBOLA,2003,2003181,301,678,12,11,44.39528024,0.037037037
MATHEMATICS,COMPLEX NUMBER,2003,2003182,508,570,13,22,89.12280702,-0.333333333
MATHEMATICS,COMPLEX NUMBER,2003,2003183,94,296,10,20,31.75675676,-0.37037037
MATHEMATICS,COMPLEX NUMBER,2003,2003184,197,205,13,9,96.09756098,0.148148148
MATHEMATICS,COMPLEX NUMBER,2003,2003185,50,244,21,7,20.49180328,0.518518519
MATHEMATICS,BINOMIAL THEOREM,2003,2003186,625,837,13,12,74.67144564,0.037037037
MATHEMATICS,BINOMIAL THEOREM,2003,2003187,41,297,24,21,13.8047138,0.111111111
MATHEMATICS,BINOMIAL THEOREM,2003,2003188,176,512,22,10,34.375,0.444444444
MATHEMATICS,SEQUENCE & SERIES,2003,2003189,349,862,26,16,40.48723898,0.37037037
MATHEMATICS,PERMUTION & COMBINATION,2003,2003190,76,932,25,14,8.154506438,0.407407407
MATHEMATICS,PERMUTION & COMBINATION,2003,2003191,16,542,27,7,2.95202952,0.740740741
MATHEMATICS,QUADRATIC EQUATION,2003,2003192,533,581,10,3,91.7383821,0.259259259
MATHEMATICS,QUADRATIC EQUATION,2003,2003193,43,49,21,7,87.75510204,0.518518519
MATHEMATICS,QUADRATIC EQUATION,2003,2003194,306,552,17,3,55.43478261,0.518518519
MATHEMATICS,MATRIES & DETERMINANTS,2003,2003195,100,654,27,22,15.29051988,0.185185185
MATHEMATICS,MATRIES & DETERMINANTS,2003,2003196,14,621,21,11,2.254428341,0.37037037
MATHEMATICS,MATRIES & DETERMINANTS,2003,2003197,383,443,26,11,86.45598194,0.555555556
MATHEMATICS,PROBABILITY,2003,2003198,10,26,16,19,38.46153846,-0.111111111
MATHEMATICS,PROBABILITY,2003,2003199,834,991,12,1,84.15741675,0.407407407
MATHEMATICS,PROBABILITY,2003,2003200,253,514,24,17,49.22178988,0.259259259
MATHEMATICS,INVERSE TRIGONOMETRIC FUNCTION,2003,2003201,156,525,26,21,29.71428571,0.185185185
MATHEMATICS,HEIGHT & DISTANCE,2003,2003202,164,610,16,7,26.8852459,0.333333333
MATHEMATICS,FUNCTIONS,2003,2003203,430,933,11,21,46.08788853,-0.37037037
MATHEMATICS,FUNCTIONS,2003,2003204,174,426,19,0,40.84507042,0.703703704
MATHEMATICS,FUNCTIONS,2003,2003205,830,939,16,1,88.39190628,0.555555556
MATHEMATICS,FUNCTIONS,2003,2003206,248,455,14,7,54.50549451,0.259259259
MATHEMATICS,FUNCTIONS,2003,2003207,23,27,17,2,85.18518519,0.555555556
MATHEMATICS,LIMIT OF FUNCTION,2003,2003208,498,724,18,10,68.78453039,0.296296296
MATHEMATICS,LIMIT OF FUNCTION,2003,2003209,138,650,19,5,21.23076923,0.518518519
MATHEMATICS,LIMIT OF FUNCTION,2003,2003210,186,341,25,20,54.54545455,0.185185185
MATHEMATICS,CONTINUITY & DERIVABILITY,2003,2003211,59,264,21,10,22.34848485,0.407407407
MATHEMATICS,CONTINUITY & DERIVABILITY,2003,2003212,651,677,13,3,96.15952733,0.37037037
MATHEMATICS,DIFFERENTIATION (MOD),2003,2003213,818,956,23,5,85.56485356,0.666666667
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2003,2003214,459,755,10,15,60.79470199,-0.185185185
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2003,2003215,1,74,20,7,1.351351351,0.481481481
MATHEMATICS,DEFINITE INTEGRATION,2003,2003216,39,125,27,18,31.2,0.333333333
MATHEMATICS,DEFINITE INTEGRATION,2003,2003217,348,527,21,15,66.0341556,0.222222222
MATHEMATICS,DEFINITE INTEGRATION,2003,2003218,102,244,27,12,41.80327869,0.555555556
MATHEMATICS,DEFINITE INTEGRATION,2003,2003219,194,395,21,3,49.11392405,0.666666667
MATHEMATICS,DEFINITE INTEGRATION,2003,2003220,12,168,27,7,7.142857143,0.740740741
MATHEMATICS,DEFINITE INTEGRATION,2003,2003221,472,474,10,17,99.57805907,-0.259259259
MATHEMATICS,AREA UNDER CURVE,2003,2003222,67,733,17,6,9.140518417,0.407407407
MATHEMATICS,DIFFERENTIAL EQUATION,2003,2003223,5,19,11,9,26.31578947,0.074074074
MATHEMATICS,DIFFERENTIAL EQUATION,2003,2003224,44,506,23,18,8.695652174,0.185185185
MATHEMATICS,STATISTICS,2003,2003225,181,515,12,15,35.14563107,-0.111111111
MATHEMATICS,STATISTICS,2003,2003226,192,259,23,22,74.13127413,0.037037037
MATHEMATICS,SOLUTION OF TRIANGLE,2003,2003227,41,290,18,5,14.13793103,0.481481481
MATHEMATICS,SOLUTION OF TRIANGLE,2003,2003228,11,753,21,13,1.460823373,0.296296296
MATHEMATICS,SOLUTION OF TRIANGLE,2003,2003229,366,808,11,9,45.2970297,0.074074074
MATHEMATICS,STATICS & DYNAMICS,2003,2003230,64,140,13,5,45.71428571,0.296296296
MATHEMATICS,STATICS & DYNAMICS,2003,2003231,412,791,22,10,52.08596713,0.444444444
MATHEMATICS,STATICS & DYNAMICS,2003,2003232,457,463,13,13,98.70410367,0
MATHEMATICS,STATICS & DYNAMICS,2003,2003233,98,129,13,7,75.96899225,0.222222222
MATHEMATICS,STATICS & DYNAMICS,2003,2003234,69,433,16,10,15.93533487,0.222222222
MATHEMATICS,STATICS & DYNAMICS,2003,2003235,460,764,23,8,60.20942408,0.555555556
MATHEMATICS,VECTOR,2003,2003236,26,715,27,13,3.636363636,0.518518519
MATHEMATICS,VECTOR,2003,2003237,444,572,22,6,77.62237762,0.592592593
MATHEMATICS,VECTOR,2003,2003238,10,26,27,0,38.46153846,1
MATHEMATICS,VECTOR,2003,2003239,278,673,19,4,41.30757801,0.555555556
MATHEMATICS,VECTOR,2003,2003240,89,271,23,3,32.84132841,0.740740741
MATHEMATICS,VECTOR,2003,2003241,162,298,23,15,54.36241611,0.296296296
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003242,284,303,13,7,93.72937294,0.222222222
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003243,113,197,25,21,57.36040609,0.148148148
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003244,18,22,22,19,81.81818182,0.111111111
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003245,24,100,24,11,24,0.481481481
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003246,219,766,18,4,28.59007833,0.518518519
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2003,2003247,38,288,23,6,13.19444444,0.62962963
PHYSICS,ELECTROSTATICS,2004,2004001,691,743,18,2,93.0013459,0.592592593
PHYSICS,ELECTROSTATICS,2004,2004002,254,304,21,15,83.55263158,0.222222222
PHYSICS,ELECTROSTATICS,2004,2004003,646,710,19,6,90.98591549,0.481481481
PHYSICS,ELECTROSTATICS,2004,2004004,23,391,23,11,5.882352941,0.444444444
PHYSICS,CURRENT ELECTRICITY,2004,2004005,228,323,15,6,70.58823529,0.333333333
PHYSICS,CURRENT ELECTRICITY,2004,2004006,869,971,10,10,89.4953656,0
PHYSICS,CURRENT ELECTRICITY,2004,2004007,121,625,20,21,19.36,-0.037037037
PHYSICS,CURRENT ELECTRICITY,2004,2004008,216,248,16,1,87.09677419,0.555555556
PHYSICS,CURRENT ELECTRICITY,2004,2004009,95,870,11,17,10.91954023,-0.222222222
PHYSICS,CURRENT ELECTRICITY,2004,2004010,430,820,25,3,52.43902439,0.814814815
PHYSICS,CURRENT ELECTRICITY,2004,2004011,155,952,24,7,16.28151261,0.62962963
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004012,0,2,22,11,0,0.407407407
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004013,95,529,27,14,17.9584121,0.481481481
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004014,535,851,11,6,62.86721504,0.185185185
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004015,206,552,11,14,37.31884058,-0.111111111
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004016,588,786,22,8,74.80916031,0.518518519
PHYSICS,ELECTRO MAGNETIC FIELD,2004,2004017,125,730,12,0,17.12328767,0.444444444
PHYSICS,ELECTRO MAGNETIC INDUCTION,2004,2004018,340,385,20,22,88.31168831,-0.074074074
PHYSICS,ELECTRO MAGNETIC INDUCTION,2004,2004019,66,468,22,5,14.1025641,0.62962963
PHYSICS,ELECTRO MAGNETIC INDUCTION,2004,2004020,82,159,24,6,51.57232704,0.666666667
PHYSICS,ELECTRO MAGNETIC INDUCTION,2004,2004021,45,75,16,11,60,0.185185185
PHYSICS,ALTERNATING CURRENT,2004,2004022,47,163,16,13,28.83435583,0.111111111
PHYSICS,ALTERNATING CURRENT,2004,2004023,212,289,27,4,73.35640138,0.851851852
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004024,349,623,15,16,56.01926164,-0.037037037
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004025,733,883,25,21,83.01245753,0.148148148
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004026,239,639,24,8,37.40219092,0.592592593
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004027,635,916,12,20,69.3231441,-0.296296296
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004028,84,219,27,18,38.35616438,0.333333333
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2004,2004029,198,686,13,17,28.86297376,-0.148148148
PHYSICS,SIMPLE HARMONIC MOTION,2004,2004030,296,374,17,16,79.14438503,0.037037037
PHYSICS,SIMPLE HARMONIC MOTION,2004,2004031,45,130,26,18,34.61538462,0.296296296
PHYSICS,SIMPLE HARMONIC MOTION,2004,2004032,164,601,23,17,27.28785358,0.222222222
PHYSICS,SIMPLE HARMONIC MOTION,2004,2004033,176,596,15,1,29.53020134,0.518518519
PHYSICS,SIMPLE HARMONIC MOTION,2004,2004034,79,638,21,9,12.38244514,0.444444444
PHYSICS,WAVE ON A STRING,2004,2004035,194,216,15,10,89.81481481,0.185185185
PHYSICS,GEOMETRICAL OPTICS,2004,2004036,79,232,14,17,34.05172414,-0.111111111
PHYSICS,GEOMETRICAL OPTICS,2004,2004037,617,920,17,13,67.06521739,0.148148148
PHYSICS,GEOMETRICAL OPTICS,2004,2004038,229,350,16,18,65.42857143,-0.074074074
PHYSICS,WAVE OPTICS,2004,2004039,130,240,19,13,54.16666667,0.222222222
PHYSICS,UNIT & DIMENSION,2004,2004040,92,102,14,21,90.19607843,-0.259259259
PHYSICS,RECTILINEAR MOTION & VECTORS,2004,2004041,259,349,16,20,74.21203438,-0.148148148
PHYSICS,RECTILINEAR MOTION & VECTORS,2004,2004042,584,938,17,11,62.26012793,0.222222222
PHYSICS,RECTILINEAR MOTION & VECTORS,2004,2004043,149,787,24,6,18.93265565,0.666666667
PHYSICS,PROJECTILE MOTION,2004,2004044,219,636,12,16,34.43396226,-0.148148148
PHYSICS,PROJECTILE MOTION,2004,2004045,181,764,27,16,23.69109948,0.407407407
PHYSICS,NEWTON'S LAWS OF MOTION,2004,2004046,5,81,13,2,6.172839506,0.407407407
PHYSICS,FRICTION,2004,2004047,594,655,18,8,90.6870229,0.37037037
PHYSICS,"WORK, POWER & ENERGY",2004,2004048,219,702,13,7,31.1965812,0.222222222
PHYSICS,"WORK, POWER & ENERGY",2004,2004049,48,72,24,12,66.66666667,0.444444444
PHYSICS,"WORK, POWER & ENERGY",2004,2004050,73,76,25,20,96.05263158,0.185185185
PHYSICS,"WORK, POWER & ENERGY",2004,2004051,611,622,27,12,98.23151125,0.555555556
PHYSICS,"WORK, POWER & ENERGY",2004,2004052,20,149,20,14,13.42281879,0.222222222
PHYSICS,CIRCULAR MOTION,2004,2004053,19,171,10,16,11.11111111,-0.222222222
PHYSICS,CIRCULAR MOTION,2004,2004054,107,347,14,9,30.83573487,0.185185185
PHYSICS,CENTRE OF MASS,2004,2004055,148,215,25,3,68.8372093,0.814814815
PHYSICS,RIGID BODY DYNAMICS,2004,2004056,12,631,13,9,1.901743265,0.148148148
PHYSICS,RIGID BODY DYNAMICS,2004,2004057,71,77,10,9,92.20779221,0.037037037
PHYSICS,GRAVITATION,2004,2004058,248,374,15,11,66.31016043,0.148148148
PHYSICS,GRAVITATION,2004,2004059,986,997,16,4,98.89669007,0.444444444
PHYSICS,GRAVITATION,2004,2004060,123,242,20,9,50.82644628,0.407407407
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2004,2004061,633,731,12,17,86.59370725,-0.185185185
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2004,2004062,166,497,11,21,33.40040241,-0.37037037
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2004,2004063,324,535,27,7,60.56074766,0.740740741
PHYSICS,MODERN PHYSICS,2004,2004064,454,586,23,9,77.47440273,0.518518519
PHYSICS,MODERN PHYSICS,2004,2004065,747,828,13,19,90.2173913,-0.222222222
PHYSICS,MODERN PHYSICS,2004,2004066,596,650,27,1,91.69230769,0.962962963
PHYSICS,MODERN PHYSICS,2004,2004067,453,557,27,19,81.32854578,0.296296296
PHYSICS,MODERN PHYSICS,2004,2004068,20,231,27,5,8.658008658,0.814814815
PHYSICS,MODERN PHYSICS,2004,2004069,528,822,24,14,64.23357664,0.37037037
PHYSICS,MODERN PHYSICS,2004,2004070,188,680,16,8,27.64705882,0.296296296
PHYSICS,SEMICONDUCTORS,2004,2004071,400,579,26,19,69.08462867,0.259259259
PHYSICS,SEMICONDUCTORS,2004,2004072,219,594,14,16,36.86868687,-0.074074074
